generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio
219,1130.858618,1168.026398,1321.937959,1.000000
220,1130.858618,1168.026398,1376.839127,1.000000
221,1130.858618,1147.014918,1351.992770,1.000000
222,1130.858618,1154.428645,1378.653887,1.000000
223,1130.858618,1137.219385,1354.950006,1.000000
224,1130.858618,1137.153438,1332.664217,1.000000
225,1130.858618,1131.851678,1314.282439,1.000000
226,1130.858618,1131.818704,1314.282439,1.000000
227,1130.858618,1131.818704,1314.304309,1.000000
228,1130.858618,1131.818704,1313.560388,1.000000
229,1130.858618,1131.818704,1336.088912,1.000000
230,1130.858618,1168.026398,1390.025178,1.000000
231,1126.365500,1135.515118,1330.409023,1.000000
232,1126.365500,1137.153438,1386.997517,1.000000
233,1124.765672,1137.279725,1320.996292,1.000000
234,1124.765672,1137.153438,1397.700413,1.000000
235,1124.765672,1130.858618,1318.370374,1.000000
236,1124.765672,1130.858618,1408.077366,1.000000
237,1124.765672,1134.519045,1314.225899,1.000000
238,1124.765672,1171.427031,1340.574440,1.000000
239,1124.765672,1177.859985,1411.295093,1.000000
240,1124.765672,1124.765672,1310.674349,1.000000
241,1124.765672,1124.765672,1384.815411,1.000000
242,1124.765672,1132.441550,1341.082509,1.000000
243,1121.711902,1124.765672,1316.739807,1.000000
244,1121.711902,1151.391934,1368.976614,1.000000
245,1121.711902,1124.765672,1315.456516,1.000000
246,1121.711902,1124.765672,1314.470098,1.000000
247,1121.711902,1124.765672,1386.404621,1.000000
248,1121.711902,1124.765672,1340.308288,1.000000
249,1121.711902,1124.765672,1342.604937,1.000000
250,1121.711902,1179.428802,1368.372591,1.000000
251,1121.711902,1173.452494,1380.520546,1.000000
252,1121.711902,1148.534263,1368.765265,1.000000
253,1121.711902,1121.711902,1390.207770,1.000000
254,1121.711902,1121.711902,1364.020147,1.000000
255,1121.711902,1121.711902,1311.741432,1.000000
256,1121.711902,1172.433272,1314.482561,1.000000
257,1121.711902,1121.711902,1385.449128,1.000000
258,1121.711902,1121.711902,1387.954192,1.000000
259,1121.711902,1121.744875,1336.689159,1.000000
260,1121.711902,1131.359425,1339.753953,1.000000
261,1121.711902,1122.379582,1329.824084,1.000000
262,1121.711902,1121.744875,1399.847570,1.000000
263,1121.711902,1121.744875,1309.874153,1.000000
264,1121.711902,1121.711902,1363.549141,1.000000
265,1121.711902,1179.590627,1369.651555,1.000000
266,1121.711902,1176.521561,1359.507629,1.000000
267,1121.711902,1121.711902,1308.698123,1.000000
268,1121.711902,1121.711902,1339.404570,1.000000
269,1121.711902,1121.711902,1427.661511,1.000000
270,1121.711902,1121.711902,1336.332387,1.000000
271,1121.711902,1179.590627,1403.884347,1.000000
272,1121.711902,1179.590627,1426.630323,1.000000
273,1121.711902,1173.959343,1356.579553,1.000000
274,1121.711902,1121.744875,1432.642819,1.000000
275,1121.711902,1121.838188,1373.381448,1.000000
276,1121.711902,1123.909986,1374.972224,1.000000
277,1121.711902,1121.711902,1383.104391,1.000000
278,1121.711902,1169.716044,1381.603113,1.000000
279,1121.711902,1168.231167,1360.056015,1.000000
280,1121.711902,1156.463395,1346.337363,1.000000
281,1121.711902,1179.590627,1349.026754,1.000000
282,1121.711902,1179.313521,1405.530624,1.000000
283,1121.711902,1150.681361,1349.334692,1.000000
284,1121.711902,1121.711902,1343.915560,1.000000
285,1121.711902,1122.814753,1499.085736,1.000000
286,1121.711902,1121.744875,1344.591280,1.000000
287,1121.711902,1121.711902,1322.290323,1.000000
288,1121.711902,1121.711902,1321.544245,1.000000
289,1121.711902,1121.711902,1338.982698,1.000000
290,1121.711902,1121.711902,1335.475072,1.000000
291,1121.711902,1173.452494,1339.518874,1.000000
292,1121.711902,1127.881220,1438.930437,1.000000
293,1121.711902,1121.711902,1318.247818,1.000000
294,1121.711902,1121.711902,1349.334692,1.000000
295,1121.711902,1121.711902,1314.470098,1.000000
296,1121.711902,1121.711902,1407.418263,1.000000
297,1121.711902,1121.711902,1314.539101,1.000000
